identifiant	Regime_prioritaire	Regime_particulier	Arrondissement	Zone_Residentielle	Tarification	Type_de_voie	Nom_de_la_voie	Parite	Longueur	Longueur_calculee	Signalisation_horizontale	Signalisation_verticale	Conformite_signalisation	Plage_horaire_1-Debut	Plage_horaire_1-Fin	Plage_horaire_2-Debut	Plage_horaire_2-Fin	Date_du_releve	Derniere_date_edition	Code_Voie_Ville_de_Paris	Numero_Sequentiel_Tronçon_Voie	Zone_ASP	Numero_Section_Territoriale_de_Voirie	geo_point_2d
339404D20111220113959	INTERDIT	Stationnement_simple	20	20P	2.40	RUE	ETIENNE_MAREY	Pair	3.97	3.97	Presente	Absente	Conforme					2020-08-31	2017-10-23	3421	750604070	20Z3	7	48.8685537166,2.40559996501
322501D20101201130254	INTERDIT	Arret_vigipirate_perennise	14	14H	2.40	RUE	EMILE_DUBOIS	Pair	35.71	35.71	Absente	Absente	SV_Non-conforme					2020-08-31	2017-10-09	3260	750616648	14Z3A	2	48.8317138103,2.33694289446
013903G20111122102428	INTERDIT	Stationnement_genant	14	14J	2.40	RUE_D	ALEMBERT	Impair	67.57	67.57	Absente	Absente	SV_Non-conforme					2020-08-31	2017-08-21	165	1750617250	14Z2A	2	48.8293903645,2.33299318599
577402G20100507112452	INTERDIT	Stationnement_genant	7	7J	4.00	RUE	LOUIS_CODET	Impair	11.89	11.89	Presente	Avec_panonceau	Conforme					2020-08-31	2017-10-04	5715	1750608981	07Z2	3	48.8549963369,2.30847072024
738008D20110706140500	INTERDIT	Arret_genant_divers	11	11L	4.00	AVENUE	PHILIPPE_AUGUSTE	Pair	35.19	35.19	Presente	Avec_panonceau	Conforme					2020-07-27	2020-08-10	7341	750608732	11Z3	7	48.8579849033,2.39005593605
852904D20110603151347	INTERDIT	Stationnement_genant	7	7L	4.00	RUE	SAINT_DOMINIQUE	Pair	13.92	13.92	Absente	Avec_panonceau	Conforme					2020-08-31	2017-06-15	8813	750607544	07Z3	3	48.8593930891,2.31960963092
314601D20101208140705	INTERDIT	Stationnement_genant	14	14N	2.40	RUE	EDOUARD_JACQUES	Pair	74.32	74.32	Absente	Absente	SV_Non-conforme					2020-08-31	2017-08-24	3170	750615549	14Z1A	2	48.8355552722,2.32180932407
995101D20111107113135	INTERDIT	Stationnement_genant	12	12L	2.40	IMPASSE_DE	WATTIGNIES	Pair	55.69	55.69	Absente	Avec_panonceau	Conforme					2020-08-31	2017-07-13	9934	750615723	12ZE	8	48.8346928878,2.39940885713
632401D20110906154149	INTERDIT	Arret_vigipirate_perennise	16	16W	2.40	RUE	MICHEL_ANGE	Pair	36.56	36.56	Presente	Avec_panonceau	Conforme					2020-08-31	2017-12-07	6247	750612485	16Z5	4	48.8471225013,2.26338814876
108704G20110524105451	INTERDIT	Stationnement_genant				RUE	BONAPARTE	Impair	16.38	16.38	Absente	Avec_panonceau	Conforme					2020-08-31	2017-08-02	1093	1750609139			48.8553457673,2.33393934173
440903D20140120102849	INTERDIT	Stationnement_genant	7	7E	4.00	AVENUE	GUSTAVE_EIFFEL	Pair	90.25	90.25	Absente	Absente	SV_Non-conforme					2020-08-31	2017-06-15	4363	750608315	07Z1	3	48.857391894,2.29447182149
139202G20111214140511	INTERDIT	Stationnement_genant	18	18F	2.40	RUE	BURQ	Impair	7.37	7.37	Absente	Absente	SV_Non-conforme					2020-08-31	2017-09-27	1385	1750598621	18Z6	5	48.8867359069,2.3366534994
877204D20111128123048	LIVRAISON_BUS	Livraison_BUS	6	6E	4	RUE	SAINT_SULPICE	Pair	92,52868286	92,52868286	Absente	Avec_panonceau	Conforme	19:30	07:30	09:30	16:30	2020-07-22	2020-08-12	8993	750610340	06Z4	2	48.8513064945,2.33456828589
910002D20150224112331	INTERDIT	Arret_genant_divers	10	10F	4.00	BOULEVARD_DE	STRASBOURG	Pair	15.07	15.07	Absente	Avec_panonceau	Conforme					2020-08-31	2017-07-10	8714	750603271	10Z2	6	48.870896174,2.35517611026
174801D20110823105719	INTERDIT	Stationnement_simple	4	4E	4.00	RUE	CHANOINESSE	Pair	7.55	7.55	Presente	Absente	Conforme					2020-08-31	2017-06-28	1752	750609681	04Z1	1	48.8534157214,2.3512678233
179002G20110913101714	INTERDIT	Arret_simple	16	16V	2.40	RUE	CHARDON_LAGACHE	Inconnu	18.22	18.22	Presente	Absente	Conforme					2020-08-31	2018-01-16	6305	1750612382	16Z6	4	48.8455929321,2.26739631376
239102D20111121120333	INTERDIT	Stationnement_genant	20	20L	2.40	RUE_DE_LA	COUR_DES_NOUES	Pair	48.85	48.85	Absente	Avec_panonceau	Conforme					2020-08-31	2017-11-03	2384	750605849	20Z5	7	48.8639397729,2.40292412775
515904G20140911104411	INTERDIT	Stationnement_simple	16	16I	2.40	AVENUE	KLEBER	Impair	13.70	13.70	Presente	Absente	Conforme					2020-08-31	2017-09-05	5055	1750594650	16Z2	4	48.8688746879,2.29162926966
418001G20150219111146	INTERDIT	Arret_genant_divers	4	4E	4.00	QUAI_DE	GESVRES	Impair	59.81	59.81	Absente	Avec_panonceau	Conforme					2020-08-31	2017-06-29	4128	1750608637	04Z1	1	48.8563646217,2.34971272533
472601D20140120174819	INTERDIT	Stationnement_simple	7	7M	4.00	BOULEVARD_DES	INVALIDES	Pair	3.39	3.39	Presente	Absente	Conforme					2020-08-31	2017-06-16	4639	750608605	07Z2	3	48.8561828987,2.3148703016
449703D20100729110458	INTERDIT	Stationnement_genant	10	10F	4.00	RUE_D	HAUTEVILLE	Pair	114.20	114.20	Absente	Avec_panonceau	Conforme					2020-08-31	2017-07-11	4446	750602742	10Z2	6	48.8726975103,2.35024069085
045902G20140318141600	INTERDIT	Arret_genant_divers	12	12N	2.40	AVENUE	ARMAND_ROUSSEAU	Impair	4.95	4.95	Absente	Avec_panonceau	Conforme					2020-08-31	2017-11-22	426	1750615249	12ZG	8	48.8367452356,2.40933045874
349703D20111220143121	INTERDIT	Stationnement_genant	15	15J	2.40	PLACE	FALGUIERE	Pair	9.81	9.81	Presente	Absente	SV_Non-conforme					2020-08-31	2017-09-11	3521	1750615184	15Z7	3	48.8363505936,2.30998331681
394005G20110812115414	INTERDIT	Stationnement_genant	13	13E	2.40	RUE	GANDON	Impair	27.52	27.52	Absente	Absente	SV_Non-conforme					2020-08-31	2017-08-17	3943	1750618920	13Z5	8	48.8198668555,2.36168569444
343001D20150414163712	INTERDIT	Stationnement_simple	13	13P	2.40	RUE	EUGENE_OUDINE	Pair	2.83	2.83	Presente	Absente	Conforme					2020-07-07	2020-07-28	3457	750618085	13Z6	8	48.8260127413,2.37632705388
942304G20130213132218	INTERDIT	Stationnement_simple	12	12E	2.40	RUE	TRAVERSIERE	Inconnu	6.15	6.15	Presente	Absente	Conforme					2020-08-31	2017-07-24	6253	1750611615	12ZA	8	48.8478664353,2.3737646706
711102D20130822141925	INTERDIT	Stationnement_genant	17	17N	2.40	AVENUE	PAUL_ADAM	Inconnu	88.78	88.78	Absente	Avec_panonceau	Conforme					2020-08-31	2017-09-26	7036	750598294	17ZC	5	48.8874742015,2.29637156563
386805G20131119151342	LIVRAISON_BUS	Livraison_BUS	8	8F	4	AVENUE_DE	FRIEDLAND	Impair	73,02051857	73,02051857	Absente	Avec_panonceau	Conforme	19:30	07:30	09:30	16:30	2020-08-31	2017-06-29	3876	1750602099	08Z2	5	48.874253203,2.30030258428
877204G20110525125929	INTERDIT	Stationnement_genant	6	6E	4.00	RUE	SAINT_SULPICE	Impair	92.09	92.09	Absente	Avec_panonceau	Conforme					2020-08-31	2017-08-02	8993	1750610340	06Z4	2	48.851257892,2.33457512743
504101G20110912145501	INTERDIT	Arret_genant_divers	16	16V	2.40	SQUARE	JOUVENET		25.92	25.92	Presente	Avec_panonceau	Conforme					2020-08-31	2017-09-28	4919	1750613497	16Z6	4	48.8422036818,2.26606024797
844604G20111125122802	INTERDIT	Stationnement_simple	14	14M	2.40	RUE_DE_LA	SABLIERE	Impair	7.70	7.70	Presente	Absente	Conforme					2020-08-01	2020-08-21	8402	1750616469	14Z1A	2	48.8322943037,2.32098364528
800704D20100921123050	INTERDIT	Stationnement_genant	12	12G	2.40	RUE_DE	RAMBOUILLET	Pair	11.90	11.90	Absente	Avec_panonceau	Conforme					2020-08-31	2017-07-24	8021	750612813	12ZC	8	48.8443765662,2.38189395477
523301D20111123123442	INTERDIT	Stationnement_genant	15	15T	2.40	RUE	LACRETELLE	Impair	20.81	20.81	Presente	Avec_panonceau	Conforme					2020-08-31	2017-11-27	9668	1750616277	15Z6	3	48.8328375745,2.29216369051
877403G20140122141436	INTERDIT	Stationnement_genant	7	7L	4.00	PLACE	SAINT_THOMAS_D_AQUIN	Impair	15.54	15.54	Abime	Avec_panonceau	Conforme					2020-08-31	2017-06-27	8995	1750608656	07Z3	3	48.8560074821,2.3273869211
472602D20140120181821	INTERDIT	Stationnement_simple	7	7M	4.00	BOULEVARD_DES	INVALIDES	Pair	2.80	2.80	Presente	Absente	Conforme					2020-08-31	2017-06-16	4639	750609414	07Z2	3	48.8546324935,2.31468999817
815811G20111219154712	INTERDIT	Stationnement_genant	11	11F	4.00	AVENUE_DE_LA	REPUBLIQUE	Inconnu	17.89	17.89	Absente	Avec_panonceau	Conforme					2020-08-31	2017-07-26	8146	1750605186	11Z2	7	48.865121597,2.37565877669
053811D20140403103454	INTERDIT	Stationnement_simple				PLACE	AUGUSTE_BARON	Inconnu	66.41	66.41	Absente	Sans_panonceau	Conforme					2020-08-31	2017-10-10	514	750593816			48.8999896611,2.38724366219
071909D20140103145530	LIVRAISON_BUS	Livraison_BUS	17	17R	2,4	BOULEVARD_DES	BATIGNOLLES	Pair	26,32023624	26,32023624	Absente	Abime	SV_Non-conforme	09:30	16:30	19:30	07:30	2020-08-31	2017-10-16	702	750599473	17ZJ	5	48.883309442,2.32555514371
780413D20131213160441	INTERDIT	Stationnement_genant	16	16K	2.40	AVENUE_DU	PRESIDENT_WILSON	Inconnu	57.51	57.51	Absente	Avec_panonceau	Conforme					2020-08-31	2017-09-14	7780	750606112	16Z2	4	48.8634166853,2.28911514944
740207G20100928080958	INTERDIT	Stationnement_genant	12	12P	2.40	RUE_DE	PICPUS	Pair	57.59	57.59	Absente	Absente	SV_Non-conforme					2020-08-31	2017-05-31	7363	750613759	12ZF	8	48.841718635,2.39841483447
673303G20101206122823	INTERDIT	Stationnement_genant	13	13P	2.40	RUE	NEUVE_TOLBIAC	Impair	76.10	76.10	Absente	Avec_panonceau	Conforme					2020-07-08	2020-07-28	6675	1750616721	13Z4	8	48.8315620679,2.37865967001
116001G20110526162015	INTERDIT	Stationnement_genant	17	17T	2.40	PASSAGE	BOULAY	Impair	66.23	66.23	Absente	Avec_panonceau	Conforme					2020-08-26	2020-09-01	1166	1750596893	17ZA	5	48.895356756,2.31758656335
961101G20140124123045	INTERDIT	Stationnement_simple	7	7M	4.00	PLACE	VAUBAN	Impair	3.80	3.80	Presente	Absente	Conforme					2020-08-31	2017-06-16	9389	1750609415	07Z2	3	48.8536164412,2.31349214578
138301D20100426104607	INTERDIT	Stationnement_genant	11	11K	4.00	PASSAGE	BULLOURDE	Pair	54.92	54.92	Presente	Avec_panonceau	Conforme					2020-07-23	2020-08-13	1377	750609134	11Z3	7	48.854819897,2.37739884972
978304G20150212152649	INTERDIT	Stationnement_genant	4	4E	4.00	RUE	VIEILLE_DU_TEMPLE	Impair	38.45	38.45	Absente	Absente	SV_Non-conforme					2020-08-31	2017-07-26	9778	1750608249	04Z2	1	48.8573857976,2.35740879408
910718D20110819153626	INTERDIT	Stationnement_genant	16	16R	2.40	BOULEVARD	SUCHET	Pair	23.21	23.21	Absente	Avec_panonceau	Conforme					2020-08-31	2017-09-12	8721	750610572	16Z5	4	48.8507722211,2.26030972209
733804G20111207105424	INTERDIT	Stationnement_simple				RUE_DU	PETIT_MUSC	Impair	31.83	31.83	Abime	Absente	Non_conforme					2020-08-31	2017-07-26	7292	1750609811			48.8534845713,2.36536483763
777401G20140203174446	INTERDIT	Stationnement_simple	16	16W	2.40	RUE	POUSSIN	Impair	3.32	3.32	Presente	Absente	Conforme					2020-08-31	2017-09-18	7746	1750611185	16Z5	4	48.8488878218,2.26579672006
425210G20110622131405	INTERDIT	Stationnement_genant	17	17F	2.40	BOULEVARD	GOUVION_SAINT_CYR	Impair	34.41	34.41	Presente	Avec_panonceau	Conforme					2020-08-26	2020-09-03	4215	1750594439	17ZF	5	48.8803871647,2.28524202067
960302D20140115141547	INTERDIT	Stationnement_simple	16	16Y	2.40	RUE_DE	VARIZE	Pair	3.50	3.50	Presente	Absente	Conforme					2020-08-31	2017-09-22	9656	750595130	16Z5	4	48.8414453742,2.25761535127
274507G20110825155236	INTERDIT	Stationnement_genant	15	15X	2.40	RUE	DESNOUETTES	Impair	41.26	41.26	Absente	Avec_panonceau	Conforme					2020-08-07	2020-08-20	2756	1750615340	15Z5	3	48.8358148769,2.28929667109
628602G20111220133601	INTERDIT	Stationnement_simple	3	3E	4.00	RUE	MESLAY	Impair	21.60	21.60	Abime	Absente	Non_conforme					2020-08-31	2017-08-01	6202	1750604164	03Z1	1	48.8679430004,2.35890021687
708707G20111202113904	INTERDIT	Stationnement_genant	16	16P	2.40	RUE_DE	PASSY	Impair	29.14	29.14	Presente	Avec_panonceau	Conforme					2020-08-31	2017-09-13	7015	1750608012	16Z3	4	48.85796568,2.27693798109
594503D20110614104219	INTERDIT	Arret_vigipirate_perennise	7	7G	4.00	RUE	MALAR	Pair	17.21	17.21	Absente	Avec_panonceau	Conforme					2020-08-31	2017-06-13	5872	750595093	07Z1	3	48.8600068741,2.3060134847
542207D20110830150758	INTERDIT	Stationnement_genant				RUE	LEBLANC	Inconnu	9.12	9.12	Presente	Absente	SV_Non-conforme					2020-08-31	2017-08-23	5355	750615095			48.8367207361,2.27885744871
192005G20111207121107	INTERDIT	Stationnement_genant	9	9G	4.00	RUE_DE	CHATEAUDUN	Impair	12.11	12.11	Presente	Avec_panonceau	Conforme					2020-08-20	2020-08-26	1912	1750601523	4	1	48.8758916077,2.33890475506
082505D20110607140344	INTERDIT	Stationnement_genant	7	7L	4.00	RUE_DE	BELLECHASSE	Pair	163.63	163.63	Absente	Avec_panonceau	Conforme					2020-08-31	2017-06-23	820	750608499	07Z3	3	48.8571516593,2.32174320734
595113D20100614151358	INTERDIT	Stationnement_simple	8	8K	4.00	BOULEVARD	MALESHERBES	Pair	11.23	11.23	Presente	Absente	Conforme					2020-08-31	2017-06-22	5878	750600343	08Z5	5	48.8795766475,2.31430936439
352223D20100727110133	INTERDIT	Stationnement_genant	10	10F	4.00	RUE_DU	FAUBOURG_SAINT_MARTIN	Pair	46.92	46.92	Absente	Avec_panonceau	Conforme					2020-08-31	2020-01-07	3544	750600004	10Z3	6	48.8813002438,2.36549946709
801301D20110721132901	INTERDIT	Stationnement_genant				PASSAGE	RAMEY	Pair	64.93	64.93	Absente	Avec_panonceau	Conforme					2020-08-31	2017-10-30	8028	750594012			48.8899812088,2.34737855836
988804D20140206114957	INTERDIT	Stationnement_genant	20	20K	2.40	RUE	VITRUVE	Pair	7.71	7.71	Absente	Absente	SV_Non-conforme					2020-08-31	2017-08-07	9855	750608137	20Z5	7	48.8576989679,2.40403641674
757201G20100708135053	INTERDIT	Arret_vigipirate_perennise	3	3E	4.00	RUE_DE	POITOU	Impair	45.85	45.85	Presente	Avec_panonceau	Conforme					2020-07-17	2020-08-06	7530	1750606834	03Z3	1	48.8613722188,2.36416854412
896101D20100805135807	INTERDIT	Stationnement_simple				RUE_DE	SFAX	Inconnu	5.70	5.70	Presente	Absente	Conforme					2020-08-31	2017-09-07	8642	750603137			48.8710787165,2.2835879435
263601G20111207153531	INTERDIT	Stationnement_genant				RUE_DES	DECHARGEURS	Impair	30.16	30.16	Absente	Avec_panonceau	Conforme					2020-08-31	2017-07-10	2644	1750607481			48.8596697241,2.34596605286
382802G20131227133152	INTERDIT	Stationnement_simple	16	16M	2.40	RUE_DE	FRANQUEVILLE	Impair	1.62	1.62	Presente	Absente	Conforme					2020-08-31	2017-09-13	3838	1750607172	16Z3	4	48.8603576654,2.27165439379
536802G20140306114459	INTERDIT	Stationnement_genant	1	1E	4.00	RUE_DE	LA_SOURDIERE	Impair	81.60	81.60	Absente	Avec_panonceau	Conforme					2020-08-31	2017-06-28	5294	1750604868	01Z1	1	48.8662694278,2.33242450332
701802D20100503110318	INTERDIT	Stationnement_genant	2	2E	4.00	RUE_DE	PALESTRO	Pair	15.50	15.50	Presente	Avec_panonceau	Conforme					2020-08-31	2017-06-27	6930	750605461	02Z1	1	48.8650617034,2.35138341102
430206D20141010133307	INTERDIT	Stationnement_genant	3	3E	4.00	RUE_DES	GRAVILLIERS	Pair	21.94	21.94	Absente	Absente	SV_Non-conforme					2020-08-31	2017-07-13	4263	750605575	03Z2	1	48.8646472884,2.35393473664
317901G20140203164933	INTERDIT	Stationnement_simple	16	16V	2.40	PLACE_DE_L	EGLISE_D_AUTEUIL	Impair	10.59	10.59	Presente	Absente	Conforme					2020-08-31	2017-09-18	3205	1750611794	16Z6	4	48.8474201675,2.26910680749
393801D20100430154824	INTERDIT	Stationnement_genant	11	11E	4.00	RUE	GAMBEY	Pair	122.57	122.57	Absente	Avec_panonceau	Conforme					2020-08-31	2017-11-22	3941	750605403	11Z1	7	48.8651854146,2.37196111411
483103G20100712101210	INTERDIT	Stationnement_genant				RUE_DE	JARENTE	Impair	24.16	24.16	Absente	Avec_panonceau	Conforme					2020-08-31	2017-10-30	4745	1750608765			48.8558159462,2.36250785541
091602G20100520152847	INTERDIT	Stationnement_genant				RUE	BERTHOLLET	Impair	39.59	39.59	Absente	Avec_panonceau	Conforme					2020-08-31	2017-08-02	922	1750614486			48.8389345567,2.34581192578
949201D20141219144944	INTERDIT	Arret_genant_divers	1	1E	4.00	QUAI_DES	TUILERIES	Inconnu	41.57	41.57	Presente	Avec_panonceau	Conforme					2020-08-31	2017-06-23	P230	1750607238	01Z1	1	48.8608127836,2.3304850001
384601G20111125102359	INTERDIT	Arret_genant_divers	19	19P	2.40	RUE	FREDERIC_MOURLON	Impair	26.91	26.91	Absente	Avec_panonceau	Conforme					2020-08-27	2020-09-01	3856	1750594248	19Z8	6	48.8797795755,2.39974665589
075601G20100709112044	INTERDIT	Arret_vigipirate_perennise	3	34F	4.00	RUE_DE	BEARN	Impair	45.14	45.14	Presente	Avec_panonceau	Conforme					2020-08-31	2017-07-03	752	1750608537	03Z3	1	48.856475336,2.36584519502
334901G20140120161046	INTERDIT	Stationnement_simple	7	7J	4.00	RUE	ERNEST_PSICHARI	Impair	2.61	2.61	Presente	Absente	Conforme					2020-08-31	2017-06-23	3379	1750608635	07Z1	3	48.8573722681,2.3074537764
083311D20140127110246	INTERDIT	Arret_simple	20	20M	2.40	RUE_DE	BELLEVILLE	Inconnu	11.94	11.94	Absente	Sans_panonceau	Conforme					2020-08-31	2017-12-04	829	750602216	19Z6	7	48.8740491598,2.38568301886
711101G20140910145014	INTERDIT	Stationnement_simple	17	17N	2.40	AVENUE	PAUL_ADAM	Impair	6.43	6.43	Presente	Absente	Conforme					2020-08-31	2017-09-26	7036	1750598383	17ZC	5	48.8871356532,2.29730890392
224104D20101220125822	INTERDIT	Stationnement_simple	14	14J	2.40	RUE_DU	COMMANDEUR	Pair	65.55	65.55	Absente	Sans_panonceau	Conforme					2020-08-31	2017-09-28	2242	750617394	14Z2A	2	48.828518065,2.3296914347
865301G20111122120451	INTERDIT	Stationnement_genant	6	6F	4.00	RUE_DE	SAINT_JEAN_BAPTISTE_DE_LA_SALLE	Impair	16.35	16.35	Absente	Abime	SV_Non-conforme					2020-08-31	2017-08-02	8876	1750612117	06Z3	2	48.8468867792,2.32041980575
861701G20110819135956	INTERDIT	Stationnement_genant	9	9G	4.00	RUE	SAINT_GEORGES	Impair	92.08	92.08	Absente	Avec_panonceau	Conforme					2020-08-31	2017-08-31	8843	1750602125	5	1	48.8746601436,2.33711443045
442001D20111205114742	INTERDIT	Stationnement_genant	11	11L	4.00	PASSAGE	GUSTAVE_LEPEU	Pair	138.97	138.97	Absente	Avec_panonceau	Conforme					2020-08-31	2017-07-19	4371	750608661	11Z3	7	48.8561833389,2.38722956221
078301D20111212124017	LIVRAISON_BUS	Livraison_BUS	11	11G	4	BOULEVARD	BEAUMARCHAIS	Pair	54,65616833	54,65616832	Absente	Avec_panonceau	Conforme	19:30	07:30	09:30	16:30	2020-08-31	2017-07-13	780	750609295	11Z3	7	48.854696223,2.36887790273
435201G20111206094108	INTERDIT	Stationnement_genant				RUE_DU	GROUPE_MANOUCHIAN	Impair	237.65	237.65	Absente	Avec_panonceau	Conforme					2020-08-31	2017-10-27	4316	1750603824			48.8700714048,2.40432341072
341101D20130822151859	INTERDIT	Stationnement_genant	17	17N	2.40	RUE	EUGENE_FLACHAT	Inconnu	12.41	12.41	Presente	Avec_panonceau	Conforme					2020-08-31	2017-09-26	7104	1750598380	17ZC	5	48.8871265364,2.29808403979
420911D20140227151945	INTERDIT	Stationnement_simple				AVENUE_DES	GOBELINS	Pair	5.32	5.32	Presente	Absente	Conforme					2020-07-09	2020-07-30	4683	750616572			48.8322313479,2.35488924536
583202G20111003100845	INTERDIT	Stationnement_simple	16	16I	2.40	RUE_DE	LUBECK	Impair	7.29	7.29	Presente	Absente	Conforme					2020-08-31	2017-09-05	5770	1750604944	16Z2	4	48.8656957148,2.29279743527
491901D20101118080302	INTERDIT	Arret_vigipirate_perennise	19	19H	2.40	RUE	JEAN_MENANS	Pair	39.88	39.88	Absente	Avec_panonceau	Conforme					2020-08-31	2017-10-06	4819	750600155	19Z4	6	48.8809591941,2.37893473843
725837G20111214105040	INTERDIT	Stationnement_genant	17	17F	2.40	BOULEVARD	PEREIRE	Pair	50.69	50.69	Absente	Avec_panonceau	Conforme					2020-08-31	2017-10-02	7208	1750594432	17ZF	5	48.8808590268,2.28934767335
199004D20140303122209	INTERDIT	Stationnement_genant	13	13P	2.40	RUE_DU	CHEVALERET	Pair	22.65	22.65	Absente	Avec_panonceau	Conforme					2020-07-07	2020-07-28	1984	750617589	13Z6	8	48.8284388632,2.37657906904
431305G20111110154555	INTERDIT	Stationnement_simple	15	15M	2.40	QUAI_DE	GRENELLE	Inconnu	13.26	13.26	Absente	Sans_panonceau	Conforme					2020-08-31	2017-08-30	4275	1750610534	15Z2	3	48.8507763889,2.28390272733
208405G20110915164236	INTERDIT	Stationnement_genant	16	16Z	2.40	RUE	CLAUDE_TERRASSE	Impair	33.16	33.16	Absente	Avec_panonceau	Conforme					2020-08-31	2017-09-26	2090	1750614745	16Z6	4	48.8380374931,2.26148970796
548805G20110706161848	INTERDIT	Stationnement_genant				RUE	LEIBNIZ	Inconnu	89.26	89.26	Absente	Avec_panonceau	Conforme					2020-08-31	2017-09-22	5425	1750594059			48.8963445717,2.33384750194
179430G20130118133827	INTERDIT	Stationnement_simple	12	12J	2.40	RUE_DE	CHARENTON	Inconnu	5.32	5.32	Presente	Absente	Conforme					2020-08-31	2017-06-06	1799	1750614061	12ZE	8	48.8403765536,2.38814320156
611201D20101115075908	INTERDIT	Stationnement_simple	19	19G	2.40	IMPASSE_DU	MAROC	Inconnu	6.65	6.65	Presente	Absente	Conforme					2020-08-31	2017-12-04	6030	750598489	19Z1	6	48.8866852857,2.36924910979
062402D20140306153841	INTERDIT	Stationnement_genant	18	18G	2.40	RUE	BACHELET	Impair	69.09	69.09	Absente	Avec_panonceau	Conforme					2020-08-31	2017-10-31	609	1750598040	18Z3	5	48.8889149963,2.34467965604
515908D20111212153240	INTERDIT	Stationnement_genant				AVENUE	KLEBER	Pair	34.44	34.44	Absente	Absente	SV_Non-conforme					2020-08-31	2017-09-12	5055	750604639			48.8666115554,2.28962085613
021208D20111005110734	INTERDIT	Stationnement_genant	15	15R	2.40	RUE_D	ALLERAY	Pair	18.01	18.01	Absente	Avec_panonceau	Conforme					2020-08-04	2020-08-25	227	750615167	15Z7	3	48.8365469174,2.30497235608
179422D20100928123017	INTERDIT	Stationnement_genant	12	12G	2.40	RUE_DE	CHARENTON	Pair	29.26	29.26	Absente	Absente	SV_Non-conforme					2020-08-31	2017-07-20	1799	750613148	12ZC	8	48.8435225084,2.3849674583
896802G20100930084845	INTERDIT	Stationnement_genant	12	12P	2.40	RUE	SIBUET	Impair	49.58	49.58	Presente	Avec_panonceau	Conforme					2020-07-29	2020-08-13	8593	1750613534	12ZF	8	48.8422179191,2.40225882496
930501D20140124173955	INTERDIT	Stationnement_genant	15	15L	2.40	CITE	THURE	Impair	7.47	7.47	Absente	Absente	SV_Non-conforme					2020-08-31	2017-08-28	9287	1750612516	15Z3	3	48.8452970077,2.29575142176
953501D20110616110439	INTERDIT	Stationnement_genant	2	2E	4.00	RUE_D	UZES	Pair	192.37	192.37	Absente	Avec_panonceau	Conforme					2020-08-31	2017-07-04	9597	750603322	02Z1	1	48.8706340388,2.34427382153
211217G20130801110622	LIVRAISON_BUS	Livraison_BUS	17	17R	2,4	AVENUE_DE	CLICHY	Impair	25,34940439	25,34940439	Absente	Avec_panonceau	Conforme	19:30	07:30	09:30	16:30	2020-08-27	2020-09-04	2112	1750597919	17ZJ	5	48.8892098885,2.32247323285
365904G20101227080959	INTERDIT	Stationnement_simple	19	19F	2.40	AVENUE_DE	FLANDRE	Inconnu	33.06	33.06	Presente	Absente	Conforme					2020-08-31	2020-01-08	3673	1750598767	19Z1	6	48.8858215352,2.37085345201
